match,away_team,home_team,player_name,line,over_price,under_price,market_name,agency
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Austin Riley,0.5,2.45,1.55,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Austin Riley,0.5,2.45,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Austin Riley,1.5,5.25,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Austin Riley,2.5,12,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Austin Riley,3.5,26,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brandon Nimmo,0.5,3,1.4,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brandon Nimmo,0.5,3,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brandon Nimmo,1.5,7.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brandon Nimmo,2.5,21,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brandon Nimmo,3.5,51,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brett Baty,0.5,3.65,1.27,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brett Baty,0.5,3.65,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brett Baty,1.5,10,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brett Baty,2.5,31,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Brett Baty,3.5,66,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Eli White,0.5,4.2,1.22,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Eli White,0.5,4.2,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Eli White,1.5,12,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Eli White,2.5,34,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Eli White,3.5,66,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Francisco Lindor,0.5,3,1.4,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Francisco Lindor,0.5,3,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Francisco Lindor,1.5,8,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Francisco Lindor,2.5,21,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Francisco Lindor,3.5,41,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Jeff McNeil,0.5,3,1.4,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Jeff McNeil,0.5,3,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Jeff McNeil,1.5,8,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Jeff McNeil,2.5,19,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Jeff McNeil,3.5,41,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Juan Soto,0.5,2.75,1.44,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Juan Soto,0.5,2.75,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Juan Soto,1.5,6.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Juan Soto,2.5,15,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Juan Soto,3.5,36,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Luis Torrens,0.5,4,1.25,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Luis Torrens,0.5,4,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Luis Torrens,1.5,11,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Luis Torrens,2.5,31,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Luis Torrens,3.5,66,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Marcell Ozuna,0.5,2.65,1.47,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Marcell Ozuna,0.5,2.65,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Marcell Ozuna,1.5,6.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Marcell Ozuna,2.5,17,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Marcell Ozuna,3.5,41,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Matt Olson,0.5,2.5,1.54,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Matt Olson,0.5,2.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Matt Olson,1.5,5.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Matt Olson,2.5,13,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Matt Olson,3.5,26,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Michael Harris II,0.5,3.25,1.33,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Michael Harris II,0.5,3.25,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Michael Harris II,1.5,8.5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Michael Harris II,2.5,21,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Michael Harris II,3.5,51,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Nick Allen,0.5,4.1,1.23,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Nick Allen,0.5,4.1,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Nick Allen,1.5,17,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Nick Allen,2.5,51,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ozzie Albies,0.5,3.3,1.32,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ozzie Albies,0.5,3.3,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ozzie Albies,1.5,9,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ozzie Albies,2.5,23,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ozzie Albies,3.5,61,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Pete Alonso,0.5,2.45,1.55,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Pete Alonso,0.5,2.45,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Pete Alonso,1.5,5,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Pete Alonso,2.5,11,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Pete Alonso,3.5,23,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronald Acuna Jr.,0.5,2.75,1.44,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronald Acuna Jr.,0.5,2.75,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronald Acuna Jr.,1.5,7,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronald Acuna Jr.,2.5,19,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronald Acuna Jr.,3.5,51,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronny Mauricio,0.5,3.7,1.27,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronny Mauricio,0.5,3.7,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronny Mauricio,1.5,10,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronny Mauricio,2.5,26,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Ronny Mauricio,3.5,66,NA,Runs Batted In,Bet365
New York Mets v Atlanta Braves,Atlanta Braves,New York Mets,Sean Murphy,0.5,3.2,1.34,Runs Batted In,Bet365
